FACID	JURISID	JURISSIZE	WEIGHT	NAME	YEAR	CONFPOP	CONFPOP_FLAG	NCONPOP	NCONPOP_FLAG	TOTPOP	TOTPOP_FLAG	WEEK	WEEK_FLAG	WEEKN	WEEKN_FLAG	NONCITZ	NONCITZ_FLAG	ADULTM	ADULTM_FLAG	ADULTF	ADULTF_FLAG	JUVM	JUVM_FLAG	JUVF	JUVF_FLAG	TOTGENDER	TOTGENDER_FLAG	ADLTJUV	ADLTJUV_FLAG	CONV	CONV_FLAG	CONVUNSENT	CONVUNSENT_FLAG	CONVSENT	CONVSENT_FLAG	UNCONV	UNCONV_FLAG	UNCONVTRIAL	UNCONVTRIAL_FLAG	UNCONVHOLD	UNCONVHOLD_FLAG	UNCONVOTHER	UNCONVOTHER_FLAG	TOTCONVSTATUS	TOTCONVSTATUS_FLAG	FELONY	FELONY_FLAG	MISD	MISD_FLAG	OTHEROFFSPEC	OTHEROFF	OTHEROFF_FLAG	TOTOFF	TOTOFF_FLAG	WHITE	WHITE_FLAG	BLACK	BLACK_FLAG	HISP	HISP_FLAG	AIAN	AIAN_FLAG	ASIAN	ASIAN_FLAG	NHOPI	NHOPI_FLAG	TWORACE	TWORACE_FLAG	OTHERRACESPEC	OTHERRACE	OTHERRACE_FLAG	RACEDK	RACEDK_FLAG	RACETOTAL	RACETOTAL_FLAG	MARSHALS	MARSHALS_FLAG	BOP	BOP_FLAG	ICE	ICE_FLAG	BIA	BIA_FLAG	S3Q10A5SPEC	S3Q10A5	S3Q10A5_FLAG	INSTATEPRIS	INSTATEPRIS_FLAG	OUTSTATEPRIS	OUTSTATEPRIS_FLAG	TRIBAL	TRIBAL_FLAG	INSTATEJAIL	INSTATEJAIL_FLAG	OUTSTATEJAIL	OUTSTATEJAIL_FLAG	S3Q10E	S3Q10E_FLAG	PEAKDATE	PEAKPOP	PEAKPOP_FLAG	ADPMALE	ADPMALE_FLAG	ADPFEMALE	ADPFEMALE_FLAG	ADP	ADP_FLAG	RATED	RATED_FLAG	ADMISMALE	ADMISMALE_FLAG	ADMISFEMALE	ADMISFEMALE_FLAG	ADMIS	ADMIS_FLAG	RELEASEMALE	RELEASEMALE_FLAG	RELEASEFEMALE	RELEASEFEMALE_FLAG	RELEASE	RELEASE_FLAG	EMONITOR	EMONITOR_FLAG	HOMEDETN	HOMEDETN_FLAG	COMMSRV	COMMSRV_FLAG	DAYREPORT	DAYREPORT_FLAG	PRETRIAL	PRETRIAL_FLAG	ALTWORK	ALTWORK_FLAG	TREATMENT	TREATMENT_FLAG	OTRNONCONFSPEC	OTRNONCONF	OTRNONCONF_FLAG	NONCONFD	NONCONFD_FLAG	COST	COST_FLAG	CORRSTAFF	CORRSTAFF_FLAG	CORRSTAFFMALE	CORRSTAFFMALE_FLAG	CORRSTAFFFEMALE	CORRSTAFFFEMALE_FLAG	OTHERSTAFF	OTHERSTAFF_FLAG	OTHERSTAFFMALE	OTHERSTAFFMALE_FLAG	OTHERSTAFFFEMALE	OTHERSTAFFFEMALE_FLAG	TOTALSTAFF	TOTALSTAFF_FLAG	CORRWHITE	CORRWHITE_FLAG	CORRBLACK	CORRBLACK_FLAG	CORRHISP	CORRHISP_FLAG	CORRAIAN	CORRAIAN_FLAG	CORRASIAN	CORRASIAN_FLAG	CORRNHOPI	CORRNHOPI_FLAG	CORRTWORACE	CORRTWORACE_FLAG	CORROTHERRACESPEC	CORROTHERRACE	CORROTHERRACE_FLAG	CORRRACEDK	CORRRACEDK_FLAG	CORRRACETOTAL	CORRRACETOTAL_FLAG
231082082060000009600	231082082	6	1.1816735088	Andrew C. Baird Detention Facility	2013	850	1	0	1	850	1	0	0	-1	1	11	1	772	1	69	1	6	1	3	1	850	1	13	1	47	3	-1	-1	-1	-1	803	3	-1	-1	-1	-1	-1	-1	850	1	-1	-1	-1	-1	 	-1	-1	-1	-1	224.3	3	624.6	3	0	3	.4	3	.4	3	0	3	0	3	 	.4	3	0	3	850	1	-1	-1	-1	-1	-1	-1	-1	-1	 	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2075	3	183	3	2258	3	2239	3	25498	3	8593	3	34091	3	-1	-1	-1	-1	34225	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	-1	-1	313	-1	269	3	44	3	40	3	34	3	6	3	353	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	 	-1	-1	-1	-1	-1	-1
441020020063000000000	441020020	5	1.0327425388	Brazoria Co. Detention Ctr.	2013	656	0	0	0	656	0	0	0	-1	1	20	1	579	0	77	0	0	0	0	0	656	0	0	0	55	3	-1	-1	-1	-1	601	3	-1	-1	-1	-1	-1	-1	656	0	-1	-1	-1	-1	 	-1	-1	656	0	141.1	3	395.6	3	119.3	3	0	3	0	3	0	3	0	3	 	0	3	0	3	656	0	0	1	0	1	0	1	0	1	 	0	1	25	1	0	1	0	1	5	1	0	1	30	1	20	718	0	617	0	127	0	744	0	1151	0	7357	0	2592	0	9949	0	7387	0	2611	0	9998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	15000000	1	128	1	105	1	23	1	9	1	0	1	9	1	137	1	78	1	25	1	25	1	0	1	0	1	0	1	0	1	 	0	1	0	1	128	1
391011011060100000000	391011011	4	1.1037050271	Cambria Co. Prison	2013	497	0	0	0	497	0	1	0	0	0	0	0	413	0	82	0	2	0	0	0	497	0	2	0	231	1	0	1	231	1	266	1	266	1	0	1	0	1	497	0	386	1	111	1	 	0	0	497	0	315.4	3	171.1	3	9.3	3	0	3	1.2	3	0	3	0	3	 	0	3	0	3	497	0	15	1	0	0	0	0	0	0	 	0	0	55	1	0	0	0	0	0	0	0	0	70	1	7	517	0	415	0	72	0	487	0	493	0	2528	0	629	0	3157	0	2561	1	525	1	3086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	9600000	0	108	0	85	0	23	0	16	0	9	0	7	0	124	0	106	0	2	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	108	0
231017017061000000000	231017017	3	1.1816735088	Chippewa Co. Jail	2013	118	0	13	0	131	0	0	0	-1	1	12	1	92	0	26	0	0	1	0	0	118	0	0	0	46	0	0	0	46	0	72	0	60	1	12	1	0	1	118	0	-1	-1	-1	-1	 	-1	-1	118	0	118	3	0	3	0	3	0	3	0	3	0	3	0	3	 	0	3	0	3	118	0	-1	-1	-1	-1	-1	-1	-1	-1	 	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	137	0	94	3	32	3	126	0	175	0	1239	0	468	0	1707	0	1228	0	457	0	1685	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	13	0	2364177	0	25	0	20	0	5	0	12	0	4	0	8	0	37	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	25	0
141016016060100000000	141016016	6	1.0037784781	Cook County Jail	2013	9799	0	2417	0	12216	0	0	0	-1	1	0	0	8374	3	1425	3	0	3	0	3	9799	0	0	1	4557	3	-1	-1	-1	-1	5242	3	-1	-1	-1	-1	-1	-1	9799	0	-1	-1	-1	-1	 	-1	-1	9799	0	976.3	3	7229.9	3	1504.4	3	10.3	3	48.9	3	0	3	29.1	3	 	0	3	0	3	9799	0	-1	-1	-1	-1	-1	-1	-1	-1	 	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	10352	0	9315	3	1250	3	10565	0	11295	1	63655	3	18842	3	82497	0	-1	-1	-1	-1	82080	0	1569	0	0	0	0	0	249	0	0	0	230	0	0	0	SFFPMOMS	369	0	2417	0	266528455	1	3729	0	2960	3	769	3	880	3	335	3	545	3	4609	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	 	-1	-1	-1	-1	3729	0
191016016061000000000	191016016	3	1.1804623753	De Soto Parish Detention Center	2013	118	0	0	1	118	1	1	0	0	0	118	0	107	0	11	0	0	0	0	0	118	0	0	0	32	0	0	0	32	0	86	0	86	0	0	0	0	0	118	0	32	1	86	1	 	0	0	118	0	34	3	82.8	3	1.1	3	0	3	0	3	0	3	0	3	 	0	3	0	3	118	0	-1	-1	-1	-1	-1	-1	-1	-1	 	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31	118	1	107	1	11	1	118	1	116	0	1130	1	318	1	1448	1	975	1	350	1	1325	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	-1	-1	21	1	16	1	5	1	2	1	2	1	0	0	23	1	10	1	11	1	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	21	1
101027027061000000000	101027027	5	1.0460018682	Hernando County Detention Center	2013	496	0	0	0	496	0	1	0	6	0	0	0	386	0	110	0	0	0	0	0	496	0	0	0	179	0	3	0	176	0	317	0	310	0	4	0	3	0	496	0	430	0	62	0	otherjurisdictions	4	0	496	0	418.8	3	68.1	3	8.1	3	0	3	1	3	0	3	0	3	 	0	3	0	3	496	0	0	0	0	0	0	0	0	0	 	0	0	19	0	0	0	0	0	3	0	0	0	25	0	1	519	0	402	0	120	0	522	0	776	0	4641	1	1387	1	6028	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	10500000	0	98	0	74	0	24	0	42	0	9	0	33	0	140	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	 	-1	-1	-1	-1	98	0
101035035061000000000	101035035	5	1.0460018682	Lake County Jail	2013	661	0	0	0	661	0	1	0	27	0	0	1	533	0	125	0	3	0	0	0	661	0	3	0	256	0	0	0	256	0	405	0	405	0	0	0	0	0	661	0	653	0	8	0	 	0	0	661	0	290.9	3	273.2	3	95.9	3	0	3	1	3	0	3	0	3	 	0	3	0	3	661	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	666	0	144	0	810	0	910	0	7376	0	2755	0	10131	0	-1	-1	-1	-1	9580	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	-1	-1	250	3	204	3	46	3	51	3	27	3	24	3	301	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	 	-1	-1	-1	-1	-1	-1
482031009061000000000	482031009	2	1.1286219098	Marysville City Jail	2013	69	0	0	0	69	0	0	0	-1	1	0	0	53	0	16	0	0	0	0	0	69	0	0	0	69	0	41	0	28	0	0	0	0	0	0	0	0	0	69	0	3	0	66	0	 	0	0	69	0	48.6	3	0	3	0	3	17.9	3	2.6	3	0	3	0	3	 	0	3	0	3	69	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	81	0	65	1	18	1	83	0	57	1	720	1	200	1	920	1	620	1	150	1	770	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	13	0	10	0	3	0	0	0	0	1	0	1	13	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	 	-1	-1	-1	-1	13	0
191045043061000000000	191045043	4	1.1804623753	Nelson Coleman Correctional Center	2013	480	0	0	0	480	0	1	0	2	0	0	0	449	0	31	0	0	0	0	0	480	0	0	0	337	1	0	0	337	0	143	1	36	0	107	0	0	0	480	1	-1	-1	-1	-1	 	-1	-1	-1	-1	160	3	320	3	0	3	0	3	0	3	0	3	0	3	 	0	3	0	3	480	1	107	0	0	0	0	0	0	0	 	0	0	201	0	0	0	0	0	36	0	0	0	143	0	16	487	0	442	0	30	0	472	1	628	0	3824	3	1143	3	4967	3	-1	-1	-1	-1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	11451000	0	98	0	68	0	30	0	39	0	16	0	23	0	137	0	87	0	48	0	0	0	0	0	0	0	2	0	0	0	 	0	0	0	0	137	0
331034031061000000000	331034031	6	1.0591577412	Onondaga County Justice Center	2013	569	0	0	0	569	0	0	0	6	3	-1	-1	509	0	60	0	0	0	0	0	569	0	0	0	199	3	-1	-1	-1	-1	370	3	-1	-1	-1	-1	-1	-1	569	1	-1	-1	-1	-1	 	-1	-1	-1	-1	237.4	3	318.4	3	3.8	3	5.7	3	3.8	3	0	3	0	3	 	0	3	0	3	569	1	-1	-1	-1	-1	-1	-1	-1	-1	 	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	647	0	550	0	76	0	626	0	843	3	8088	0	2298	0	10386	0	8059	0	2284	0	10343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	36359335	0	263	1	211	0	52	0	7	0	1	1	6	1	270	0	243	0	18	0	6	0	1	0	0	0	2	0	0	0	 	0	0	0	0	270	0
061047047061000000000	061047047	3	1.0644577388	Park Co. Jail	2013	104	0	0	0	104	0	1	0	0	0	0	0	84	0	20	0	0	0	0	0	104	0	0	0	96	0	0	0	96	0	8	0	8	0	0	0	0	0	104	0	94	0	8	0	 	-1	-1	104	0	53.3	3	15.8	3	30.9	3	0	3	3.9	3	0	3	0	3	 	0	3	0	3	104	0	1	0	0	0	0	0	0	0	 	0	0	92	0	0	0	0	0	1	0	0	0	94	0	-1	104	1	90	0	20	0	110	0	250	0	557	3	247	3	804	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	2000000	1	18	0	16	0	2	0	4	0	1	0	3	0	22	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	16	0	18	0
501054054061000000000	501054054	5	1.065989151	Rock Co. Jail	2013	382	0	65	0	447	0	1	0	14	0	0	0	329	0	47	0	3	0	3	0	382	0	0	3	51	3	-1	-1	-1	-1	331	3	-1	-1	-1	-1	-1	-1	382	0	-1	-1	-1	-1	 	-1	-1	382	0	233.5	3	132.8	3	14.8	3	0	3	.9	3	0	3	0	3	 	0	3	0	3	382	0	0	0	0	0	0	0	0	0	 	0	0	9	0	0	0	0	0	0	0	0	0	9	0	8	395	0	396	0	114	0	510	0	505	0	4751	0	1364	0	6115	0	4785	0	1362	0	6147	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	65	0	12188681	0	78	0	53	0	25	0	21	0	13	0	8	0	99	0	76	0	1	0	1	0	0	0	0	0	0	0	0	0	 	0	0	0	0	78	0
051040039061000000000	051040039	5	1.0840869366	San Luis Obispo Co. Jail	2013	689	1	80	1	769	1	0	0	-1	1	45	1	583	1	106	1	0	0	0	0	689	1	0	0	324	1	0	1	324	1	365	1	365	1	0	1	0	1	689	1	549	1	140	1	 	0	1	689	1	457.1	3	37.9	3	173.2	3	4.7	3	6.6	3	0	3	0	3	 	9.5	3	0	3	689	1	0	1	0	1	45	1	0	1	 	0	1	236	1	0	1	0	1	0	1	0	1	281	1	17	714	1	579	1	111	1	690	1	589	1	10935	1	2083	1	13018	1	10901	1	2076	1	12977	1	34	1	0	1	46	1	0	1	0	1	0	1	0	1	 	0	1	80	1	24979652	1	139	1	102	1	37	1	35	1	5	1	30	1	174	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	 	-1	-1	-1	-1	139	1
101061061061000000000	101061061	3	1.0460018682	Suwanee Co. Jail	2013	156	0	0	0	156	0	1	0	0	1	0	0	132	0	24	0	0	0	0	0	156	0	1	0	21	0	0	0	21	0	135	0	132	0	3	0	0	0	156	0	136	0	20	0	 	0	0	156	0	75.6	3	75.6	3	4.7	3	0	3	0	3	0	3	0	3	 	0	3	0	3	156	1	0	0	0	0	0	0	0	0	 	0	0	2	0	0	0	0	0	3	0	0	0	5	0	-1	176	0	142	0	24	0	166	0	235	0	1464	0	284	0	1748	0	1359	0	276	0	1635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	2320873	0	20	0	13	0	7	0	12	0	6	0	6	0	32	0	18	0	2	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	20	0
441236236061000000000	441236236	2	1.0327425388	Walker Co. Jail	2013	132	0	0	0	132	0	1	0	2	1	3	1	118	1	14	1	0	0	0	0	132	0	0	0	40	3	-1	-1	-1	-1	92	3	-1	-1	-1	-1	-1	-1	132	1	-1	-1	-1	-1	 	-1	-1	-1	-1	61.3	3	60.4	3	10.4	3	0	3	0	3	0	3	0	3	 	0	3	0	3	132	1	-1	-1	-1	-1	-1	-1	-1	-1	 	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	42	3	21	3	63	3	192	3	2670	3	1099	3	3769	3	-1	-1	-1	-1	3748	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	-1	-1	64	3	34	3	30	3	12	3	4	3	8	3	76	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	 	-1	-1	-1	-1	-1	-1
151089089061000000000	151089089	4	1.1264478118	Wayne Co. Jail	2013	311	0	0	0	311	0	1	0	0	0	0	1	251	0	60	0	0	1	0	0	311	0	0	0	246	3	-1	-1	-1	-1	65	3	-1	-1	-1	-1	-1	-1	311	0	-1	-1	-1	-1	 	-1	-1	311	0	234.7	3	68.6	3	7.7	3	0	3	0	3	0	3	0	3	 	0	3	0	3	311	0	0	0	0	0	0	0	0	0	 	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	352	0	229	0	63	0	292	0	416	0	2464	0	1050	0	3514	0	2382	0	1021	0	3403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	-1	-1	40	0	24	0	16	0	20	0	10	0	10	0	60	0	39	0	1	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	40	0
221014012061000000000	221014012	5	1.0270101016	Worcester County Jail & House of Corrections	2013	839	3	261	3	1100	3	0	3	-1	3	-1	-1	668	3	171	3	0	3	0	3	839	3	0	3	183	3	-1	-1	-1	-1	656	3	-1	-1	-1	-1	-1	-1	839	3	-1	-1	-1	-1	 	-1	-1	-1	-1	476.1	3	106	3	251.1	3	.7	3	5	3	0	3	0	3	 	0	3	0	3	839	3	-1	-1	-1	-1	-1	-1	-1	-1	 	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	734	3	136	3	870	3	1197	3	743	3	117	3	860	3	-1	-1	-1	-1	14984	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	 	-1	-1	-1	-1	-1	-1	174	3	140	3	34	3	102	3	39	3	63	3	276	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	 	-1	-1	-1	-1	-1	-1
411001001060100000000	411001001	2	1.0067047443	Abbeville Co. Det. Ctr.	2013	65	0	0	0	65	0	1	0	5	0	0	0	60	0	4	0	1	0	0	0	65	0	1	0	20	0	0	0	20	0	45	0	45	0	0	0	0	0	65	0	14	0	51	0	 	0	0	65	0	32	0	33	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	65	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	71	0	45	0	7	0	52	0	101	0	450	0	43	0	493	0	420	0	30	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	885000	0	22	0	10	0	12	0	3	0	0	0	3	0	25	0	7	0	14	0	1	0	0	0	0	0	0	0	0	0	 	0	0	0	0	22	0
411001001060100000000	411001001	2	1.0067047443	Abbeville County Prison	2013	25	0	0	0	25	0	0	0	-1	1	0	0	25	0	0	0	0	0	0	0	25	0	0	0	25	0	0	0	25	0	0	0	0	0	0	0	0	0	25	0	25	0	0	0	 	0	0	25	0	5	0	20	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	25	0	0	0	0	0	0	0	0	0	 	0	0	25	0	0	0	0	0	0	0	0	0	25	0	4	25	0	23	0	0	0	23	0	28	0	56	0	0	0	56	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	120000	0	8	0	4	0	4	0	1	0	1	0	0	0	9	0	3	0	4	0	1	0	0	0	0	0	0	0	0	0	 	0	0	0	0	8	0
482014001061000000000	482014001	1	1.1286219098	Aberdeen City Jail	2013	24	1	0	0	24	1	0	0	-1	1	1	1	20	1	4	1	0	0	0	0	24	1	0	0	20	1	0	1	20	1	4	1	4	1	0	1	0	1	24	1	0	1	24	1	 	0	1	24	1	22	1	0	1	1	1	1	1	0	1	0	1	0	1	 	0	1	0	1	24	1	0	1	0	1	0	1	0	1	 	0	1	0	1	0	1	0	1	0	1	0	1	0	1	31	24	0	19	1	3	1	22	1	25	1	2100	1	75	1	2175	1	2100	1	75	1	2175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	45	1	5	1	4	1	1	1	4	1	1	1	3	1	9	1	5	1	0	1	0	1	0	1	0	1	0	1	0	1	 	0	1	0	1	5	1
471001001061000000000	471001001	2	1.062226707	Accomack Co. Jail	2013	97	1	1	0	98	0	1	0	9	0	2	0	85	0	12	0	0	0	0	0	97	1	0	0	7	0	4	0	3	0	90	0	60	0	30	0	0	0	97	1	76	0	21	0	 	0	0	97	1	60	0	29	0	8	0	0	0	0	0	0	0	0	0	 	0	0	0	0	97	1	0	0	0	0	2	1	0	0	0	0	0	20	1	1	1	0	0	3	0	0	0	97	0	31	97	0	85	0	12	0	97	0	48	1	1120	1	190	1	1310	1	1086	1	276	1	1362	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	180000	1	21	0	5	0	16	0	1	0	1	0	0	0	22	0	17	0	4	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	21	0
131001001060000006800	131001001	5	1	Ada Co. Jail	2013	805	0	251	0	1056	0	0	0	-1	1	0	1	641	0	164	0	0	0	0	0	805	0	0	0	176	0	46	0	130	0	629	0	428	0	201	0	0	0	805	0	638	0	160	0	unknown	7	0	805	0	661	0	36	0	79	0	12	0	16	0	0	0	0	0	 	0	0	1	0	805	0	53	0	2	0	20	0	0	0	 	0	0	123	0	14	0	0	0	6	0	0	0	218	0	4	863	0	663	0	167	0	830	0	1149	0	7496	0	2966	0	10462	0	7561	0	2978	0	10539	0	89	0	0	0	0	1	19	0	118	0	25	0	0	0	 	0	0	251	0	18150205	1	167	0	134	0	33	0	97	0	37	0	60	0	264	0	151	0	3	0	9	0	0	0	0	0	0	0	4	0	 	0	0	0	0	167	0
161001001061000000000	161001001	1	1.039356172	Adair County Jail	2013	3	0	0	0	3	0	0	0	-1	1	0	0	3	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	2	0	2	0	0	0	0	0	3	0	2	0	1	0	 	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	3	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	2	1	1	1	3	1	14	0	52	0	8	0	60	0	48	0	4	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	320733	0	8	0	3	0	5	0	7	0	5	0	2	0	15	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	8	0
261001001061000000000	261001001	1	1.0338247347	Adair County Jail	2013	46	0	0	0	46	0	1	0	2	1	0	0	36	0	10	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	46	0	46	0	0	0	0	0	46	0	42	0	3	0	civilcommitment	1	0	46	0	43	0	2	0	0	0	1	0	0	0	0	0	0	0	 	0	0	0	0	46	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	1	0	0	0	1	0	30	49	0	34	0	10	0	44	0	64	0	751	0	287	0	1038	0	780	1	250	1	1030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	1805345	0	19	0	16	0	3	0	1	0	1	0	0	0	20	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	19	0
181001001061000000000	186001001	2	1.1174164762	Adair County Regional Jail	2013	34	0	2	0	36	0	1	0	0	0	0	0	31	0	3	0	0	0	0	0	34	0	0	0	12	1	7	1	5	1	22	1	13	1	7	1	2	1	34	0	16	1	18	1	 	0	0	34	0	29	1	5	1	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	34	0	0	0	0	0	0	0	0	0	 	0	0	2	0	0	0	0	0	0	0	0	0	2	0	1	48	0	35	1	6	1	41	0	51	0	1204	1	105	1	1309	0	1200	1	100	1	1300	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	2	0	1200000	1	25	0	13	1	12	1	0	1	0	0	0	0	25	0	24	0	1	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	25	0
181001001061000000000	186001001	2	1.1174164762	Adair County Restricted Custody Center	2013	30	0	0	0	30	0	0	0	-1	1	0	0	30	0	0	0	0	0	0	0	30	0	0	0	30	0	0	0	30	0	0	0	0	0	0	0	0	0	30	0	30	0	0	0	 	0	0	30	0	25	0	5	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	30	0	0	0	0	0	0	0	0	0	 	0	0	30	0	0	0	0	0	0	0	0	0	30	0	1	30	1	30	0	0	0	30	0	31	0	30	1	0	0	30	0	15	1	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	200000	0	5	0	5	0	0	0	0	0	0	0	0	0	5	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	5	0
391001001061000000000	391001001	4	1.1037050271	Adams Co. Adult Corr. Complex	2013	309	0	0	0	309	0	0	0	-1	1	0	0	179	0	128	0	2	0	0	0	309	0	2	0	225	0	33	0	192	0	84	0	52	0	0	0	32	0	309	0	75	1	234	1	 	0	0	309	0	260	1	30	1	19	1	0	0	0	0	0	0	0	0	 	0	0	0	0	309	0	32	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	32	0	16	348	0	244	0	50	0	294	0	265	0	1489	0	396	0	1885	0	1496	0	419	0	1915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	9911891	0	108	0	78	1	30	1	14	0	8	0	6	0	122	0	102	0	3	0	3	0	0	0	0	0	0	0	0	0	 	0	0	0	0	108	0
131002002061000000000	131002002	1	1	Adams Co. Jail	2013	25	0	0	0	25	0	0	0	-1	1	0	0	8	0	17	0	0	0	0	0	25	0	0	0	25	0	2	0	23	0	0	0	0	0	0	0	0	0	25	0	23	0	2	0	 	0	0	25	0	21	0	2	0	2	0	0	0	0	0	0	0	0	0	 	0	0	0	0	25	0	0	0	0	0	0	0	0	0	 	0	0	23	0	0	0	0	0	1	0	0	0	24	0	20	30	0	7	0	17	0	24	0	31	0	329	0	182	0	511	0	200	1	152	1	352	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	1719525	1	8	0	5	0	3	0	1	0	1	0	0	0	9	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	8	0
